Keys,US English,Canada English,AU English,UK English,Canada French,Spain Spanish,US Spanish,Latin America Spanish,Argentina Spanish,Colombia Spanish,Mexico Spanish,German,Japanese,Korean,France French,Brazil Portuguese,Netherlands Dutch,Italy Italian
bysigning_key,By signing in you agree to our,By signing in you agree to our,By signing in you agree to our,By signing in you agree to our,"En vous connectant, vous acceptez notre <b>politique de confidentialité</b>.","Al iniciar sesión, expresa su acuerdo con nuestra política de confidencialidad.",Al ingresar usted acepta nuestra <b>Política de privacidad</b>.,Al ingresar usted acepta nuestra <b>Política de privacidad</b>.,Al ingresar usted acepta nuestra <b>Política de privacidad</b>.,Al ingresar usted acepta nuestra <b>Política de privacidad</b>.,Al ingresar usted acepta nuestra <b>Política de privacidad</b>.,Durch Ihre Anmeldung erklären Sie sich mit unseren <b>Datenschutz- bestimmungen</b> einverstanden.,サインインすることにより、あなたは私たちの<b>個人情報保護方針</b>に同意したことになります。,가입하시면 당사의,"En vous inscrivant, vous acceptez notre","Ao fazer login, você concorda com a nossa",Door u aan te melden gaat u akkoord met ons,"Effettuando l’accesso, accetta la nostra"
privacy_linked,Privacy Policy,Privacy Policy,Privacy Policy,Privacy Policy,Politique de confidentialité,Política de confidencialidad,Política de privacidad,Política de privacidad,Política de privacidad,Política de privacidad,Política de privacidad,Datenschutz- bestimmungen,個人情報保護方針,개인정보보호 정책,Politique de confidentialité,Política de privacidade,Privacybeleid,Politica sulla riservatezza
about_linked,About This App,About This App,About This App,About This App,À propos de cette application,Sobre esta aplicación,Sobre esta aplicación,Sobre esta aplicación,Sobre esta aplicación,Sobre esta aplicación,Sobre esta aplicación,Über diese App,このアプリについて,앱 관련 정보,À propos de cette application,Sobre este aplicativo,Over deze App,Informazione su quest’app
login_enter_verification,Please enter your\n <b>Verification code</b> below.,Please enter your\n <b>Verification code</b> below.,Please enter your\n <b>Verification code</b> below.,Please enter your\n <b>Verification code</b> below.,Veuillez entrer votre <b>code de vérification</b> ci-dessous.,Introduzca su <b>código de verificación</b> a continuación.,Ingrese su <b>código de verificación</b> a continuación.,Ingrese su <b>código de verificación</b> a continuación.,Ingrese su <b>código de verificación</b> a continuación.,Ingrese su <b>código de verificación</b> a continuación.,Ingrese su <b>código de verificación</b> a continuación.,Bitte geben Sie unten Ihren <b>Verifizierungscode</b> ein.,下にご自分の<b>確認コード</b>を入力してください。,아래에\n <b>인증 코드</b>를 입력해 주세요.,Saisissez votre <b>code de vérification</b> ci-dessous.,Insira seu <b>Código de verificação</b> abaixo.,Voer uw <b>verificatiecode</b> hieronder in.,Inserisca il Suo <b>Codice di verifica</b> di seguito.
login_enter_ARCID,Please enter your <b>ARC ID</b> below:,Please enter your <b>ARC ID</b> below:,Please enter your <b>ARC ID</b> below:,Please enter your <b>ARC ID</b> below:,Veuillez saisir votre <b>numéro d’identité de l’ARC</b> ci-dessous :,"Ahora, introduzca aquí debajo su <b>ID de ARC</b>:",Ingrese abajo su <b>ID de ARC</b>:,Ingrese abajo su <b>ID de ARC</b>:,Ingrese abajo su <b>ID de ARC</b>:,Ingrese abajo su <b>ID de ARC</b>:,Ingrese abajo su <b>ID de ARC</b>:,Bitte geben Sie unten Ihre <b>ARC-ID</b> an:,では、あなたの<b>ARC ID</b>を下に入力してください。,아래에 <b>ARC ID</b>를 입력해 주세요.,Saisissez votre <b>ID ARC</b> ci-dessous :,Insira seu <b>ID ARC</b> abaixo:,Voer uw <b>ARC-ID</b> hieronder in:,Inserisca il Suo <b>Identificativo ARC</b> di seguito:
login_confirm_ARCID,"To confirm, please <b>re-enter your ARC ID:</b>","To confirm, please <b>re-enter your ARC ID:</b>","To confirm, please <b>re-enter your ARC ID:</b>","To confirm, please <b>re-enter your ARC ID:</b>","Pour confirmer, veuillez <b>saisir à nouveau votre numéro d’identité de l’ARC :</b>","Para confirmarlo, <b>vuelva a introducir su ID de ARC:</b>","Para confirmar, por favor <b>ingrese nuevamente su ID de ARC:</b>","Para confirmar, por favor <b>ingrese nuevamente su ID de ARC:</b>","Para confirmar, por favor <b>ingrese nuevamente su ID de ARC:</b>","Para confirmar, por favor <b>ingrese nuevamente su ID de ARC:</b>","Para confirmar, por favor <b>ingrese nuevamente su ID de ARC:</b>",Geben Sie bitte zur Bestätigung Ihre <b>ARC-ID erneut ein</b>:,確認のために、あなたの<b>ARC IDを再度入力</b>してください。,"확인을 위해, <b>ARC ID를 다시 입력</b>해 주세요.","Pour confirmer, <b>saisissez votre ID ARC une nouvelle fois :</b>","Para confirmar, <b>insira novamente seu ID ARC:</b>","Om te bevestigen, <b>voer uw ARC-ID opnieuw in:</b>","Per confermare, inserisca <b>nuovamente il suo Identificativo ARC :</b>"
login_problems_linked,<b>Problems logging in?</b>,<b>Problems logging in?</b>,<b>Problems logging in?</b>,<b>Problems logging in?</b>,<b>Des difficultés à vous connecter?</b>,<b>¿Problemas para iniciar sesión?</b>,<b>¿Problemas para iniciar sesión?</b>,<b>¿Problemas para iniciar sesión?</b>,<b>¿Problemas para iniciar sesión?</b>,<b>¿Problemas para iniciar sesión?</b>,<b>¿Problemas para iniciar sesión?</b>,<b>Probleme beim Einloggen?</b>,<b>ログインできない場合</b>,<b>로그인에 문제가 있습니까?</b>,<b>Vous avez des problèmes à vous connecter ?</b>,<b>Problemas para fazer login?</b>,<b>Problemen met inloggen?</b>,<b>Problemi di accesso?</b>
login_enter_2FA,Please enter your <b>login verification code</b>.,Please enter your <b>login verification code</b>.,Please enter your <b>login verification code</b>.,Please enter your <b>login verification code</b>.,Veuillez saisir votre <b>code de vérification de session</b>.,Introduzca su <b>código de verificación de inicio de sesión</b>.,Ingrese su <b>código de verificación para iniciar sesión</b>.,Ingrese su <b>código de verificación para iniciar sesión</b>.,Ingrese su <b>código de verificación para iniciar sesión</b>.,Ingrese su <b>código de verificación para iniciar sesión</b>.,Ingrese su <b>código de verificación para iniciar sesión</b>.,Bitte geben Sie Ihren <b>Login-Verifizierungscode</b> ein.,<b>ログインの確認コード</b>を入力してください。,0,0,0,0,0
login_2FA_body,We've sent a security code to your phone with number ending in <b>{##}</b>.,We've sent a security code to your phone with number ending in <b>{##}</b>.,We've sent a security code to your phone with number ending in <b>{##}</b>.,We've sent a security code to your phone with number ending in <b>{##}</b>.,Nous avons envoyé à votre téléphone un code de sécurité dont le numéro se termine par <b>{##}</b>.,Hemos enviado un código de seguridad al teléfono cuyo número termina en <b>{##}</b>.,Hemos enviado a su teléfono un código de seguridad con un número que termina en <b>{##}</b>.,Hemos enviado a su teléfono un código de seguridad con un número que termina en <b>{##}</b>.,Hemos enviado a su teléfono un código de seguridad con un número que termina en <b>{##}</b>.,Hemos enviado a su teléfono un código de seguridad con un número que termina en <b>{##}</b>.,Hemos enviado a su teléfono un código de seguridad con un número que termina en <b>{##}</b>.,"Wir haben einen Sicherheitscode an Ihr Telefon gesendet, dessen Nummer auf <b> {##} </b> endet.",セキュリティコードをあなたの電話（ <b>{##}</b> で終わる番号）に送信しました。,0,0,0,0,0
login_problems_2FA,Didn't receive code?,Didn't receive code?,Didn't receive code?,Didn't receive code?,Vous n'avez pas reçu le code?,¿No ha recibido el código?,¿No ha recibido el código?,¿No ha recibido el código?,¿No ha recibido el código?,¿No ha recibido el código?,¿No ha recibido el código?,Code nicht erhalten?,コードが届きませんでしたか？,0,0,0,0,0
login_resend_header,Resend code?,Resend code?,Resend code?,Resend code?,Renvoyer le code?,¿Reenviar el código?,¿Reenviamos el código?,¿Reenviamos el código?,¿Reenviamos el código?,¿Reenviamos el código?,¿Reenviamos el código?,Code erneut senden?,コードを再送信しますか？,0,0,0,0,0
login_resend_subheader,Keep in mind that it might take a few minutes to receive your security code.,Keep in mind that it might take a few minutes to receive your security code.,Keep in mind that it might take a few minutes to receive your security code.,Keep in mind that it might take a few minutes to receive your security code.,Gardez à l'esprit que cela peut prendre quelques minutes avant de recevoir votre code de sécurité.,Tenga en cuenta que puede tardar unos minutos en recibir el código de seguridad.,Tenga presente que quizás tarde unos minutos en recibir el código de seguridad.,Tenga presente que quizás tarde unos minutos en recibir el código de seguridad.,Tenga presente que quizás tarde unos minutos en recibir el código de seguridad.,Tenga presente que quizás tarde unos minutos en recibir el código de seguridad.,Tenga presente que quizás tarde unos minutos en recibir el código de seguridad.,"Denken Sie daran, dass es einige Minuten dauern kann, bis Sie Ihren Sicherheitscode erhalten.",セキュリティコードが届くまでに数分かかることがあることにご留意ください。,0,0,0,0,0
login_2FA_text,Your ARC security code is {######}.,Your ARC security code is {######}.,Your ARC security code is {######}.,Your ARC security code is {######}.,Votre code de sécurité ARC est {######}.,Su código de seguridad de ARC es {######}.,Su código de seguridad de ARC es {######}.,Su código de seguridad de ARC es {######}.,Su código de seguridad de ARC es {######}.,Su código de seguridad de ARC es {######}.,Su código de seguridad de ARC es {######}.,Ihr ARC-Sicherheitscode lautet {######}.,あなたのARCセキュリティコードは{######}です。,0,0,0,0,0
login_2FA_morehelp_linked,I need more help,I need more help,I need more help,I need more help,J'ai besoin de plus d'aide,Necesito más ayuda,Necesito más ayuda,Necesito más ayuda,Necesito más ayuda,Necesito más ayuda,Necesito más ayuda,Ich brauche mehr Hilfe,さらにヘルプが必要な場合,추가 도움이 필요합니다,J’ai encore besoin d’aide,Preciso de mais ajuda,Ik heb meer hulp nodig,Ho bisogno di più aiuto
onboarding_header,Testing Commitment,Testing Commitment,Testing Commitment,Testing Commitment,Engagement relatif aux tests,Compromiso con las pruebas,Compromiso a participar en las pruebas,Compromiso a participar en las pruebas,Compromiso a participar en las pruebas,Compromiso a participar en las pruebas,Compromiso a participar en las pruebas,Testverpflichtung,テストへの継続的協力,검사 준수 사항,Engagement en matière de test,Compromisso de testes,Testverbintenis,Impegno relativo ai test
onboarding_body,"Every six months, you will be asked to complete <b>one week</b> of cognitive tests. During the week, you will be reminded <b>4 times a day</b> to complete tests within the app. You may be in the study for as long as <b>5 years</b> (10 weeks of testing).","Every six months, you will be asked to complete <b>one week</b> of cognitive tests. During the week, you will be reminded <b>4 times a day</b> to complete tests within the app. You may be in the study for as long as <b>5 years</b> (10 weeks of testing).","Every six months, you will be asked to complete <b>one week</b> of cognitive tests. During the week, you will be reminded <b>4 times a day</b> to complete tests within the app. You may be in the study for as long as <b>5 years</b> (10 weeks of testing).","Every six months, you will be asked to complete <b>one week</b> of cognitive tests. During the week, you will be reminded <b>4 times a day</b> to complete tests within the app. You may be in the study for as long as <b>5 years</b> (10 weeks of testing).","Tous les 6 mois, on vous demandera d'effectuer <b>une semaine</b> de tests cognitifs. Durant la semaine, on vous rappellera <b>4 fois par jour</b> d'effectuer les tests dans l'application. Vous pouvez participer à l'étude pour aussi longtemps que <b>5 ans</b> (10 semaines de tests).","Cada 6 meses, se le pedirá que complete <b>una semana</b> de pruebas cognitivas. Durante la semana, se le recordará <b>4 veces al día</b> que debe completar las pruebas en la aplicación. Es posible que permanezca en el estudio hasta <b>5 años</b> (10 semanas de pruebas).","Cada 6 meses, se le pedirá que complete <b>una semana</b> de pruebas cognitivas. Durante la semana, se le recordará <b>4 veces al día</b> que complete pruebas en la aplicación. Podrá estar en el estudio por hasta <b>5 años</b> (10 semanas de pruebas).","Cada 6 meses, se le pedirá que complete <b>una semana</b> de pruebas cognitivas. Durante la semana, se le recordará <b>4 veces al día</b> que complete pruebas en la aplicación. Podrá estar en el estudio por hasta <b>5 años</b> (10 semanas de pruebas).","Cada 6 meses, se le pedirá que complete <b>una semana</b> de pruebas cognitivas. Durante la semana, se le recordará <b>4 veces al día</b> que complete pruebas en la aplicación. Podrá estar en el estudio por hasta <b>5 años</b> (10 semanas de pruebas).","Cada 6 meses, se le pedirá que complete <b>una semana</b> de pruebas cognitivas. Durante la semana, se le recordará <b>4 veces al día</b> que complete pruebas en la aplicación. Podrá estar en el estudio por hasta <b>5 años</b> (10 semanas de pruebas).","Cada 6 meses, se le pedirá que complete <b>una semana</b> de pruebas cognitivas. Durante la semana, se le recordará <b>4 veces al día</b> que complete pruebas en la aplicación. Podrá estar en el estudio por hasta <b>5 años</b> (10 semanas de pruebas).","Alle 6 Monate werden Sie gebeten, <b>eine Woche</b> lang kognitive Tests durchzuführen. Während der Woche werden Sie <b>4 Mal am Tag</b> daran erinnert, Tests innerhalb der App abzuschließen. Sie können <b>5 Jahre</b> (10 Testwochen) in der Studie sein.",6か月ごとに<b>1週間</b>の認知テストを行うよう求められます。1週間のうちに、アプリでテストを行うよう知らせる通知が<b>1日4回</b>送られます。調査は<b>5年間</b>にわたります（テストは10週）。,6개월마다 귀하에게 <b>1주일</b>의 인지 검사를 완료하도록 요청할 것입니다. 이 주간 동안 <b>하루 4회</b> 앱에서 검사를 완료하도록 알림을 받게 됩니다. 길게는 <b>5년</b> 동안 연구에 참여할 수 있습니다(10주의 검사).,"Tous les six mois, il vous sera demandé d’effectuer <b>une semaine</b> de tests cognitifs.  Pendant la semaine, vous recevrez <b>4 rappels par jour</b> vous invitant à effectuer des tests dans l’application. Vous pouvez participer à l’étude pendant une durée maximale de <b>5 ans</b> (10 semaines de tests).","A cada seis meses, você será solicitado a concluir <b>uma semana</b> de testes cognitivos. Durante a semana, você será lembrado <b>4 vezes ao dia</b> para concluir os testes no aplicativo. Você pode estar no estudo por até <b>5 anos</b> (10 semanas de testes).",Om de zes maanden wordt u gevraagd <b>een week</b> lang cognitieve tests te voltooien. Tijdens de week wordt u er <b>4 keer per dag</b> aan herinnerd om tests in de app te voltooien. U kunt maximaal <b>5 jaar</b> (10 weken testen) aan het onderzoek deelnemen.,"Ogni sei mesi Le sarà chiesto di completare <b>una settimana</b> di test cognitivi. Durante la settimana, Le sarà ricordato <b>4 volte al giorno</b> di completare i test all’interno dell’app. Può rimanere nello studio fino a <b>5 anni</b> (10 settimane di test)."
